time,Bx,By,Bz,Btotal
6.628,66.40,62.11,-4.48,91.03
6.638,66.35,62.03,-4.20,90.92
6.648,66.40,62.01,-4.75,90.97
6.658,66.50,62.13,-4.26,91.11
6.668,66.40,62.12,-4.22,91.02
6.678,66.41,62.09,-4.72,91.04
6.688,66.46,62.16,-4.12,91.09
6.698,66.46,62.10,-4.76,91.08
6.708,66.30,62.14,-4.49,90.98
6.718,66.43,62.05,-4.76,91.03
6.728,66.51,62.03,-4.54,91.06
6.738,66.36,62.07,-4.31,90.96
6.748,66.54,61.97,-4.89,91.06
6.758,66.53,62.11,-4.69,91.14
6.768,66.54,62.02,-4.55,91.08
6.778,66.62,62.03,-4.95,91.16
6.788,66.38,62.03,-4.48,90.97
6.798,66.60,62.08,-4.74,91.17
6.808,66.53,62.10,-4.73,91.14
6.818,66.60,62.10,-4.38,91.16
6.828,66.46,62.28,-4.63,91.20
6.838,66.35,62.13,-4.39,91.00
6.847,66.51,62.16,-4.70,91.15
6.858,66.55,62.25,-4.77,91.25
6.867,66.51,62.15,-4.26,91.13
6.878,66.35,62.06,-4.55,90.96
6.887,66.38,62.07,-4.43,90.99
6.897,66.56,61.93,-4.80,91.04
6.907,66.43,61.88,-4.39,90.89
6.917,66.42,61.96,-4.20,90.93
6.927,66.54,62.01,-4.52,91.07
6.937,66.44,61.99,-4.19,90.97
6.947,66.47,61.97,-4.74,91.00
6.957,66.47,62.02,-4.42,91.02
6.967,66.46,62.04,-4.26,91.02
6.977,66.36,62.03,-4.69,90.96
6.987,66.39,62.02,-4.33,90.96
6.997,66.36,62.14,-4.63,91.03
7.007,66.49,62.11,-4.50,91.10
7.018,66.62,62.07,-4.63,91.18
7.027,66.70,62.10,-4.75,91.26
7.037,66.51,62.10,-4.35,91.10
7.047,66.53,62.05,-4.67,91.10
7.057,66.50,61.95,-4.83,91.02
7.067,66.50,61.95,-4.83,91.02
7.077,66.50,61.93,-4.99,91.01
7.087,66.62,62.01,-4.57,91.13
7.097,66.44,62.00,-4.17,90.97
7.107,66.51,61.95,-4.67,91.01
7.117,66.46,62.09,-4.88,91.08
7.127,66.40,61.92,-4.96,90.93
7.137,66.40,62.03,-4.80,90.99
7.147,66.38,62.01,-4.43,90.95
7.157,66.51,61.95,-4.83,91.02
7.167,66.65,62.10,-4.89,91.23
7.176,66.52,62.12,-4.65,91.14
7.187,66.67,62.14,-4.72,91.26
7.196,66.68,62.11,-4.37,91.23
7.206,66.66,62.11,-4.72,91.23
7.216,66.57,62.03,-5.00,91.13
7.226,66.62,61.95,-4.61,91.09
7.236,66.77,61.94,-4.83,91.21
7.246,66.49,61.94,-4.32,90.98
7.256,66.58,62.00,-4.76,91.10
7.266,66.54,61.99,-4.92,91.08
7.276,66.50,61.90,-4.64,90.96
7.286,66.46,62.02,-4.94,91.04
7.296,66.59,62.01,-4.44,91.11
7.306,66.67,62.09,-4.69,91.23
7.316,66.69,62.02,-5.07,91.21
7.326,66.54,62.05,-4.50,91.09
7.336,66.67,62.02,-4.80,91.19
7.346,66.46,61.93,-4.57,90.96
7.356,66.54,61.96,-4.73,91.04
7.366,66.48,62.00,-4.10,91.00
7.376,66.63,61.97,-4.20,91.09
7.386,66.61,61.97,-4.77,91.10
7.396,66.58,62.00,-4.42,91.09
7.406,66.65,61.99,-5.02,91.17
7.416,66.39,62.07,-4.44,90.99
7.426,66.27,62.08,-4.53,90.92
7.436,66.48,61.99,-5.02,91.03
7.446,66.50,61.89,-4.64,90.96
7.455,66.64,61.88,-4.93,91.07
7.465,66.56,61.97,-4.99,91.08
7.475,66.59,61.93,-5.22,91.08
7.485,66.51,61.85,-5.10,90.97
7.495,66.36,61.96,-4.77,90.92
7.505,66.50,61.85,-4.43,90.93
7.515,66.58,61.91,-4.83,91.04
7.525,66.54,61.91,-4.96,91.02
7.535,66.57,61.84,-4.89,91.00
7.545,66.45,61.87,-4.53,90.91
7.555,66.42,61.80,-4.42,90.83
7.565,66.64,61.87,-4.80,91.06
7.575,66.54,61.85,-4.80,90.97
7.585,66.49,61.88,-4.86,90.95
7.595,66.45,61.88,-4.73,90.93
7.605,66.51,61.77,-4.46,90.88
7.615,66.45,61.92,-4.58,90.94
7.625,66.42,61.93,-4.24,90.91
7.635,66.46,61.98,-4.53,90.99
7.645,66.42,61.92,-4.29,90.91
7.655,66.48,61.89,-4.32,90.93
7.665,66.55,61.84,-4.77,90.97
7.675,66.61,61.73,-4.97,90.96
7.685,66.69,61.70,-4.51,90.97
7.695,66.79,61.79,-4.20,91.09
7.705,66.55,61.77,-4.22,90.90
7.715,66.52,61.88,-4.86,90.98
7.725,66.31,61.88,-4.95,90.83
7.735,66.38,61.76,-4.91,90.80
7.745,66.31,61.81,-4.37,90.76
7.755,66.29,61.75,-4.37,90.70
7.765,66.42,61.85,-4.88,90.89
7.775,66.51,61.85,-4.53,90.94
7.785,66.61,61.88,-4.75,91.05
7.794,66.70,61.82,-4.52,91.06
7.804,66.69,61.76,-4.39,91.00
7.814,66.66,61.72,-4.95,90.98
7.824,66.71,61.77,-4.67,91.04
7.834,66.60,61.88,-5.10,91.05
7.844,66.56,61.87,-4.51,90.99
7.854,66.52,61.82,-4.24,90.91
7.864,66.63,61.92,-4.79,91.09
7.874,66.58,61.86,-4.70,91.01
7.884,66.69,61.86,-4.97,91.10
7.894,66.53,61.95,-4.41,91.01
7.904,66.68,61.84,-4.55,91.06
7.914,66.94,61.84,-4.96,91.27
7.924,66.82,61.79,-4.67,91.13
7.934,66.70,61.83,-4.82,91.08
7.944,66.69,61.94,-4.45,91.12
7.954,66.91,61.88,-4.48,91.24
7.964,66.92,61.76,-4.68,91.18
7.974,66.74,61.91,-4.51,91.14
7.984,66.86,61.85,-4.80,91.21
7.994,66.91,61.76,-4.49,91.17
8.004,66.88,61.73,-4.28,91.12
8.014,66.95,61.76,-4.75,91.21
8.024,66.92,61.74,-4.42,91.15
8.034,66.99,61.88,-4.88,91.32
8.044,66.96,61.79,-4.52,91.22
8.054,66.84,61.71,-4.36,91.07
8.064,66.93,61.80,-4.94,91.23
8.073,66.67,61.74,-4.52,90.98
8.083,66.85,61.71,-4.85,91.10
8.093,66.73,61.76,-4.48,91.04
8.103,66.71,61.67,-4.57,90.96
8.113,66.84,61.78,-4.87,91.15
8.124,66.75,61.79,-4.84,91.09
8.133,66.85,61.76,-5.19,91.16
8.143,66.91,61.80,-4.86,91.21
8.153,66.89,61.92,-4.36,91.26
8.163,66.72,61.85,-4.78,91.10
8.173,66.72,61.81,-4.59,91.07
8.183,66.74,61.81,-4.93,91.10
8.193,66.68,61.85,-4.69,91.07
8.203,66.79,61.80,-4.53,91.11
8.213,66.65,61.93,-4.84,91.11
8.223,66.75,61.85,-4.75,91.12
8.233,66.79,61.87,-5.16,91.19
8.243,66.73,61.71,-4.80,91.01
8.253,66.71,61.82,-4.47,91.06
8.263,66.87,61.88,-4.76,91.23
8.273,66.63,61.90,-4.60,91.06
8.283,66.84,61.93,-5.16,91.27
8.293,66.80,61.95,-4.72,91.22
8.303,66.68,61.98,-4.66,91.15
8.313,66.65,62.04,-4.73,91.18
8.323,66.68,62.04,-4.56,91.20
8.333,66.72,61.91,-4.90,91.15
8.343,66.80,61.98,-4.62,91.24
8.353,66.70,62.02,-4.46,91.19
8.363,66.70,61.93,-4.92,91.15
8.373,66.63,61.94,-4.79,91.10
8.383,66.70,61.99,-5.19,91.21
8.393,66.66,61.94,-4.99,91.13
8.402,66.64,61.99,-4.65,91.13
8.412,66.66,62.02,-5.05,91.19
8.422,66.51,62.03,-5.00,91.09
8.432,66.85,62.02,-5.33,91.35
8.442,66.76,62.01,-4.90,91.25
8.452,66.33,61.93,-4.71,90.87
8.462,66.36,61.94,-4.87,90.90
8.472,66.55,62.12,-4.63,91.15
8.482,66.08,62.29,-5.34,90.97
8.492,66.15,62.59,-4.93,91.20
8.502,66.30,62.83,-4.77,91.47
8.512,65.88,63.16,-4.97,91.40
8.522,63.77,67.35,-4.34,92.85
8.532,63.70,67.95,-4.48,93.25
8.542,63.73,68.25,-4.22,93.47
8.552,63.49,68.66,-4.16,93.61
8.562,59.62,57.50,2.80,82.88
8.572,59.52,57.82,2.89,83.03
8.582,59.22,58.04,3.15,82.98
8.592,58.58,58.17,2.51,82.60
8.602,53.96,58.50,2.69,79.63
8.612,53.85,58.90,2.52,79.84
8.622,53.96,59.37,3.49,80.30
8.632,52.96,59.60,3.04,79.78
8.642,38.96,53.71,6.56,66.68
8.652,38.68,54.16,6.95,66.91
8.662,23.25,47.55,-3.57,53.05
8.672,22.65,48.04,-3.26,53.21
8.682,17.37,32.24,-20.34,41.90
8.692,17.72,33.11,-22.14,43.59
8.702,17.72,33.11,-22.14,43.59
8.711,18.08,33.62,-23.26,44.70
8.721,22.64,34.69,-19.78,45.91
8.731,22.46,35.15,-21.05,46.72
8.741,22.29,35.76,-23.21,48.11
8.751,22.18,36.27,-25.34,49.49
8.761,28.85,71.40,-13.79,78.24
8.771,28.80,71.69,-16.12,78.92
8.781,28.90,76.23,-16.25,83.13
8.791,28.64,76.29,-18.87,83.64
8.801,24.89,80.98,-22.98,87.78
8.811,24.81,80.31,-25.69,87.89
8.821,17.95,76.49,-33.25,85.32
8.831,18.05,75.07,-35.17,84.85
8.841,11.68,68.57,-43.24,81.91
8.851,11.35,66.45,-45.68,81.43
8.861,6.89,62.13,-52.34,81.53
8.871,7.15,59.64,-54.11,80.84
8.881,3.75,53.16,-58.90,79.43
8.891,4.14,50.80,-60.07,78.78
8.901,1.58,45.67,-64.15,78.76
8.911,1.97,43.78,-64.51,77.99
8.921,0.51,39.99,-66.35,77.47
8.931,0.94,38.49,-65.91,76.33
8.941,0.24,35.12,-67.08,75.72
8.951,0.48,33.86,-67.77,75.76
8.961,-0.06,31.84,-68.05,75.13
8.971,-0.05,30.81,-68.06,74.71
8.981,-0.11,29.77,-67.68,73.94
8.991,-0.12,28.84,-67.65,73.54
9.001,-2.21,25.44,-68.28,72.90
9.010,-2.36,24.88,-67.93,72.38
9.021,-2.25,24.42,-68.12,72.40
9.030,-2.60,24.12,-67.53,71.75
9.040,-4.06,21.99,-66.96,70.60
9.050,-4.13,21.72,-67.18,70.72
9.060,-4.61,21.40,-66.67,70.17
9.070,-5.23,21.18,-66.93,70.40
9.080,-7.25,19.88,-65.23,68.57
9.090,-7.83,19.63,-65.30,68.64
9.100,-8.44,19.52,-65.49,68.86
9.110,-8.89,19.43,-64.74,68.18
9.120,-9.99,16.87,-62.90,65.88
9.130,-10.40,16.76,-62.60,65.63
9.140,-10.86,16.40,-62.51,65.54
9.150,-11.10,16.33,-62.13,65.19
9.160,-11.91,15.56,-61.71,64.75
9.170,-12.36,15.42,-62.00,65.08
9.180,-13.24,15.36,-61.72,64.96
9.190,-13.91,14.78,-61.66,64.92
9.200,-14.48,14.63,-61.06,64.44
9.210,-15.73,13.32,-60.12,63.55
9.220,-16.36,13.07,-60.58,64.10
9.230,-16.91,11.93,-59.74,63.22
9.240,-17.70,11.68,-59.29,62.96
9.250,-18.89,11.02,-59.12,63.04
9.260,-19.37,10.63,-58.53,62.56
9.270,-20.22,9.35,-58.20,62.32
9.280,-21.17,9.04,-57.87,62.28
9.290,-21.68,8.17,-57.17,61.69
9.300,-22.76,7.63,-57.05,61.90
9.309,-23.38,6.49,-56.16,61.18
9.319,-23.99,5.93,-56.33,61.51
9.329,-24.78,4.46,-55.21,60.68
9.339,-25.41,3.80,-54.51,60.26
9.349,-26.18,3.02,-54.31,60.36
9.359,-26.80,2.36,-53.68,60.04
9.369,-27.15,1.47,-53.61,60.11
9.379,-27.59,0.86,-53.44,60.15
9.389,-27.90,-0.37,-52.87,59.78
9.399,-28.27,-1.02,-52.81,59.91
9.409,-28.75,-2.06,-52.17,59.60
9.419,-28.86,-2.67,-52.30,59.79
9.429,-29.15,-3.98,-51.81,59.58
9.439,-29.38,-4.74,-51.43,59.42
9.449,-29.42,-5.47,-51.32,59.40
9.459,-29.20,-6.41,-51.11,59.21
9.469,-29.03,-7.57,-51.69,59.77
9.479,-28.63,-8.33,-51.35,59.37
9.489,-27.97,-9.53,-51.65,59.50
9.499,-27.61,-10.15,-51.81,59.58
9.509,-27.10,-11.40,-51.71,59.48
9.519,-26.85,-11.97,-52.06,59.79
9.529,-26.63,-12.86,-51.38,59.28
9.539,-26.08,-13.66,-51.33,59.17
9.549,-25.94,-14.53,-51.67,59.61
9.559,-25.51,-15.35,-51.15,59.18
9.569,-25.20,-16.16,-51.40,59.48
9.579,-24.79,-16.93,-51.08,59.25
9.589,-24.30,-17.64,-50.78,58.99
9.599,-23.61,-18.22,-51.24,59.29
9.609,-23.01,-19.06,-50.95,59.06
9.618,-22.40,-19.48,-51.37,59.33
9.628,-21.65,-19.78,-51.19,59.00
9.638,-20.80,-20.30,-51.48,59.12
9.648,-19.90,-20.61,-51.77,59.16
9.658,-19.16,-21.02,-51.59,58.91
9.668,-18.75,-21.40,-52.17,59.43
9.679,-18.27,-21.85,-52.26,59.51
9.688,-18.18,-22.36,-51.92,59.38
9.698,-18.06,-22.85,-51.91,59.52
9.708,-18.08,-23.34,-51.06,58.98
9.718,-18.20,-23.63,-51.20,59.25
9.728,-18.06,-24.10,-51.09,59.30
9.738,-18.13,-24.37,-50.77,59.17
9.748,-18.08,-24.64,-50.39,58.93
9.758,-17.92,-25.04,-49.93,58.66
9.768,-18.08,-25.37,-50.02,58.93
9.778,-17.98,-25.65,-49.48,58.56
9.788,-17.75,-25.81,-49.35,58.45
9.798,-17.53,-26.15,-49.60,58.75
9.808,-16.98,-26.53,-49.09,58.32
9.818,-16.54,-26.74,-49.46,58.61
9.828,-16.09,-27.16,-49.49,58.70
9.838,-15.85,-27.29,-49.62,58.80
9.848,-15.36,-27.43,-49.88,58.96
9.858,-14.59,-27.67,-49.35,58.43
9.868,-13.74,-27.89,-49.92,58.81
9.878,-12.74,-27.97,-50.40,59.03
9.888,-11.75,-28.16,-50.74,59.21
9.898,-10.53,-28.26,-51.05,59.29
9.908,-9.55,-28.20,-50.74,58.83
9.917,-8.68,-28.15,-51.22,59.09
9.927,-7.92,-27.85,-51.22,58.84
9.937,-7.40,-27.77,-51.33,58.83
9.947,-7.22,-27.75,-51.60,59.03
9.957,-7.07,-27.77,-51.03,58.53
9.967,-7.14,-27.27,-50.79,58.09
9.977,-7.37,-27.30,-51.36,58.63
9.987,-7.95,-27.21,-51.16,58.49
9.997,-8.76,-27.22,-51.07,58.53
10.007,-9.66,-27.24,-50.43,58.13
10.017,-10.70,-27.32,-50.02,57.99
10.027,-11.93,-27.33,-49.99,58.21
10.037,-13.06,-27.43,-49.26,57.87
10.047,-13.92,-27.51,-49.59,58.39
10.057,-14.54,-27.44,-48.77,57.82
10.067,-15.33,-27.29,-48.53,57.75
10.077,-15.73,-27.07,-48.66,57.86
10.087,-16.42,-26.68,-48.64,57.86
10.097,-16.95,-26.35,-48.62,57.84
10.107,-17.74,-26.06,-48.44,57.80
10.117,-18.20,-25.51,-48.63,57.85
10.127,-18.72,-24.83,-48.90,57.95
10.137,-19.41,-24.08,-49.03,57.97
10.147,-20.24,-23.15,-49.06,57.90
10.157,-21.12,-22.43,-48.71,57.64
10.167,-21.85,-21.41,-48.93,57.71
10.177,-22.79,-20.53,-49.10,57.89
10.187,-23.68,-19.90,-48.74,57.72
10.197,-24.99,-18.88,-48.58,57.80
10.207,-26.21,-18.16,-47.68,57.36
10.217,-27.75,-17.59,-46.98,57.33
10.227,-28.96,-17.01,-46.65,57.49
10.237,-30.19,-16.52,-45.73,57.24
10.246,-31.11,-15.87,-45.37,57.25
10.256,-31.61,-15.49,-44.74,56.92
10.266,-32.00,-14.85,-44.84,57.05
10.276,-31.85,-14.20,-45.58,57.39
10.286,-31.80,-13.53,-45.53,57.16
10.296,-31.49,-12.71,-46.57,57.64
10.306,-31.21,-11.83,-46.58,57.30
10.316,-31.21,-11.83,-46.58,57.30
10.326,-30.91,-10.83,-46.67,57.01
10.336,-30.35,-9.85,-47.94,57.59
10.346,-29.54,-8.38,-49.03,57.85
10.356,-28.87,-7.99,-48.77,57.24
10.366,-28.78,-7.99,-48.53,56.99
10.376,-28.07,-7.79,-49.29,57.25
10.386,-27.47,-7.41,-49.80,57.35
10.396,-26.73,-7.08,-49.89,57.04
10.406,-26.03,-6.55,-50.65,57.32
10.416,-25.63,-6.10,-50.61,57.06
10.426,-25.32,-5.56,-50.95,57.16
10.436,-24.70,-5.31,-51.93,57.75
10.446,-24.29,-5.01,-51.16,56.85
10.456,-23.89,-4.83,-51.71,57.16
10.466,-23.60,-4.79,-51.56,56.90
10.476,-23.36,-4.81,-51.90,57.12
10.486,-22.99,-4.79,-52.29,57.32
10.496,-22.61,-4.92,-52.03,56.95
10.506,-22.29,-4.80,-52.49,57.23
10.516,-22.07,-4.75,-52.57,57.21
10.525,-21.62,-4.63,-53.15,57.57
10.535,-21.20,-4.51,-52.90,57.16
10.545,-21.09,-4.24,-52.63,56.85
10.555,-20.77,-4.05,-53.08,57.14
10.565,-20.54,-4.12,-53.06,57.05
10.575,-20.13,-4.27,-53.07,56.92
10.585,-19.94,-4.36,-53.39,57.15
10.595,-19.59,-4.46,-53.28,56.94
10.605,-19.36,-4.48,-53.93,57.47
10.615,-19.39,-4.59,-53.65,57.23
10.625,-19.31,-4.65,-53.48,57.05
10.635,-19.19,-4.57,-53.83,57.33
10.645,-19.34,-4.85,-53.73,57.31
10.655,-19.10,-4.81,-54.03,57.50
10.665,-19.00,-4.87,-53.83,57.29
10.675,-18.89,-4.86,-53.77,57.20
10.685,-18.92,-4.88,-53.85,57.29
10.695,-19.20,-4.99,-53.66,57.21
10.705,-19.47,-5.09,-53.80,57.44
10.715,-19.66,-5.37,-53.72,57.46
10.725,-19.91,-5.58,-53.33,57.20
10.735,-20.37,-5.43,-53.59,57.59
10.745,-20.62,-5.60,-53.02,57.17
10.755,-20.90,-5.55,-53.20,57.43
10.765,-21.07,-5.53,-53.02,57.32
10.775,-21.18,-5.67,-52.83,57.20
10.785,-21.32,-5.58,-53.09,57.49
10.795,-21.31,-5.61,-53.03,57.43
10.805,-21.48,-5.45,-52.99,57.44
10.814,-21.89,-5.43,-52.65,57.27
10.825,-22.27,-5.46,-52.36,57.16
10.835,-22.79,-5.43,-52.50,57.49
10.844,-23.32,-5.55,-52.39,57.62
10.854,-23.97,-5.57,-51.57,57.14
10.864,-24.69,-5.68,-51.48,57.38
10.874,-25.43,-5.89,-50.90,57.21
10.884,-26.07,-5.91,-50.44,57.08
10.894,-26.76,-6.07,-48.68,55.88
10.904,-27.80,-6.03,-48.48,56.21
10.914,-29.18,-5.93,-47.13,55.75
10.924,-30.23,-5.62,-46.27,55.56
10.934,-31.31,-5.29,-46.49,56.30
10.944,-32.27,-5.00,-45.60,56.09
10.954,-32.67,-4.39,-45.37,56.08
10.964,-33.37,-3.68,-44.74,55.94
10.974,-34.05,-3.01,-44.27,55.94
10.984,-34.36,-2.06,-44.53,56.29
10.994,-34.22,-1.25,-44.59,56.22
11.004,-34.12,-0.22,-45.17,56.61
11.014,-34.18,0.65,-45.01,56.52
11.024,-34.17,1.55,-45.06,56.57
11.034,-33.48,2.67,-45.50,56.56
11.044,-33.32,3.39,-45.49,56.49
11.054,-32.94,4.23,-46.00,56.74
11.064,-32.79,4.92,-45.83,56.57
11.074,-32.54,5.50,-46.21,56.78
11.084,-32.32,6.07,-46.95,57.32
11.094,-31.72,6.22,-47.06,57.09
11.104,-31.21,6.33,-47.29,57.01
11.114,-30.51,6.42,-48.10,57.33
11.124,-29.88,6.28,-48.66,57.44
11.134,-28.91,6.06,-49.21,57.39
11.143,-27.78,5.58,-49.45,56.99
11.153,-26.51,5.16,-50.57,57.33
11.163,-25.39,4.88,-51.40,57.54
11.173,-24.67,4.53,-51.69,57.46
11.183,-23.78,4.35,-52.39,57.70
11.193,-22.92,4.15,-52.45,57.39
11.203,-22.16,4.04,-52.92,57.51
11.213,-21.41,4.07,-53.55,57.82
11.223,-20.67,3.82,-53.97,57.91
11.233,-20.17,3.88,-54.24,58.00
11.243,-20.08,3.76,-53.78,57.53
11.253,-19.84,3.76,-53.82,57.48
11.263,-19.63,3.70,-54.27,57.83
11.273,-19.71,3.67,-54.05,57.65
11.283,-19.61,3.89,-54.17,57.74
11.293,-19.71,3.86,-53.81,57.44
11.303,-19.67,3.99,-53.95,57.56
11.313,-19.43,3.97,-54.37,57.87
11.323,-19.28,3.88,-54.75,58.17
11.333,-18.71,3.64,-54.78,58.00
11.343,-18.15,3.23,-54.49,57.52
11.353,-17.35,2.64,-54.41,57.17
11.363,-16.78,2.10,-55.02,57.56
11.373,-16.66,1.46,-54.92,57.41
11.383,-16.85,0.90,-55.21,57.73
11.393,-16.68,-0.19,-54.83,57.31
11.403,-16.45,-1.13,-54.80,57.22
11.413,-15.98,-2.22,-55.11,57.42
11.423,-15.84,-3.47,-55.05,57.39
11.433,-15.27,-4.50,-55.06,57.32
11.443,-14.24,-5.64,-54.47,56.58
11.452,-13.66,-6.84,-54.86,56.95
11.462,-13.27,-7.50,-55.24,57.31
11.472,-12.95,-7.99,-54.76,56.83
11.482,-12.31,-7.98,-54.98,56.91
11.492,-11.53,-8.16,-54.74,56.53
11.502,-10.89,-7.93,-54.98,56.61
11.512,-10.38,-7.38,-54.95,56.40
11.522,-10.27,-6.69,-55.07,56.42
11.532,-10.14,-5.64,-55.35,56.56
11.542,-10.17,-4.73,-54.88,56.02
11.552,-10.32,-3.42,-54.85,55.92
11.562,-10.54,-2.44,-55.35,56.40
11.572,-10.75,-1.59,-55.05,56.11
11.582,-10.98,-0.71,-54.87,55.96
11.592,-11.49,0.02,-54.54,55.73
11.602,-11.84,0.73,-54.32,55.60
11.612,-12.21,1.27,-54.34,55.71
11.622,-12.94,1.57,-54.08,55.62
11.632,-13.10,1.97,-54.37,55.96
11.642,-13.35,1.93,-54.07,55.73
11.652,-13.41,2.06,-53.69,55.38
11.662,-13.41,1.95,-54.24,55.91
11.672,-13.48,1.75,-53.95,55.63
11.682,-13.39,1.77,-54.17,55.83
11.692,-13.36,1.63,-53.92,55.58
11.702,-13.22,1.46,-53.87,55.49
11.712,-13.05,1.44,-54.11,55.67
11.722,-12.80,1.18,-54.03,55.54
11.732,-12.59,0.99,-54.25,55.70
11.742,-12.43,0.73,-54.36,55.77
11.751,-12.27,0.66,-54.03,55.41
11.761,-12.08,0.76,-54.37,55.70
11.771,-12.09,0.54,-54.11,55.44
11.781,-11.65,0.44,-54.40,55.64
11.791,-11.43,0.31,-54.51,55.69
11.801,-11.16,0.20,-54.46,55.59
11.811,-10.90,0.31,-54.78,55.86
11.821,-10.55,0.10,-54.17,55.19
11.831,-10.22,0.11,-54.67,55.62
11.841,-9.89,0.21,-54.55,55.44
11.851,-9.26,0.46,-54.79,55.57
11.861,-8.84,0.47,-54.66,55.38
11.871,-8.32,0.66,-54.34,54.97
11.881,-7.98,0.97,-54.88,55.46
11.891,-7.93,1.33,-54.86,55.45
11.901,-7.67,1.68,-54.65,55.21
11.911,-7.67,2.22,-54.81,55.39
11.921,-7.61,2.58,-54.45,55.04
11.931,-7.43,3.34,-55.02,55.62
11.941,-7.34,3.77,-55.08,55.69
11.951,-7.34,3.77,-55.08,55.69
11.961,-7.24,4.06,-54.84,55.47
11.971,-7.13,4.42,-54.98,55.61
11.981,-7.06,4.79,-54.36,55.03
11.991,-6.98,5.08,-54.65,55.32
12.001,-6.99,5.36,-54.92,55.62
12.011,-6.92,5.55,-54.41,55.13
12.022,-6.74,5.73,-54.49,55.21
12.031,-6.56,6.00,-53.98,54.71
12.041,-6.51,6.31,-54.02,54.78
12.051,-6.41,6.40,-54.38,55.13
12.061,-6.15,6.40,-54.07,54.79
12.070,-6.03,6.42,-54.10,54.81
12.080,-5.89,6.15,-53.62,54.29
12.090,-5.90,5.94,-54.13,54.77
12.100,-5.55,5.52,-54.13,54.69
12.110,-5.26,4.96,-53.70,54.19
12.120,-4.87,4.39,-53.97,54.37
12.130,-4.22,3.33,-54.02,54.29
12.140,-3.84,2.77,-54.35,54.55
12.150,-3.26,2.16,-54.34,54.48
12.160,-2.66,1.24,-53.75,53.83
12.170,-1.97,0.59,-53.88,53.92
12.180,-1.35,-0.07,-53.50,53.52
12.190,-0.91,-0.72,-53.69,53.71
12.200,-0.69,-1.47,-53.81,53.84
12.210,-0.49,-2.19,-53.27,53.32
12.220,-0.35,-2.60,-53.25,53.31
12.230,-0.25,-3.30,-52.85,52.95
12.240,-0.41,-3.66,-53.06,53.19
12.250,-0.32,-4.02,-52.73,52.88
12.260,-0.16,-4.45,-52.14,52.33
12.270,-0.00,-4.58,-52.36,52.56
12.280,0.25,-4.80,-51.91,52.13
12.290,0.40,-4.76,-52.33,52.55
12.300,0.43,-4.82,-52.34,52.57
12.310,0.43,-4.86,-51.87,52.10
12.320,0.33,-4.71,-52.14,52.35
12.330,0.30,-4.63,-51.61,51.82
12.340,0.47,-4.47,-51.95,52.14
12.350,0.59,-4.40,-52.07,52.26
12.360,0.81,-4.19,-51.87,52.04
12.370,1.16,-3.78,-52.04,52.19
12.379,1.18,-3.59,-51.38,51.51
12.389,1.58,-3.35,-51.75,51.88
12.399,1.72,-3.23,-51.88,52.01
12.409,1.74,-3.14,-51.75,51.87
12.419,1.74,-2.81,-51.94,52.05
12.429,1.88,-2.94,-51.57,51.69
12.439,2.14,-2.71,-51.48,51.60
12.449,2.41,-2.59,-51.74,51.86
12.459,2.68,-2.76,-51.49,51.63
12.469,3.00,-2.73,-51.69,51.85
12.479,3.05,-2.93,-51.14,51.32
12.489,3.29,-3.00,-50.97,51.16
12.499,3.69,-3.39,-51.39,51.63
12.509,3.93,-3.72,-51.23,51.51
12.519,4.07,-4.09,-51.29,51.61
12.529,3.97,-4.41,-50.64,50.98
12.539,3.99,-4.82,-50.89,51.27
12.549,4.12,-5.11,-51.13,51.55
12.559,4.23,-5.54,-50.82,51.29
12.569,4.22,-5.87,-50.62,51.13
12.579,4.24,-6.19,-50.04,50.60
12.589,4.37,-6.66,-49.94,50.57
12.599,4.55,-7.05,-50.40,51.09
12.609,4.51,-7.58,-49.91,50.68
12.619,4.71,-8.22,-50.01,50.90
12.629,4.64,-8.83,-49.57,50.57
12.639,4.78,-9.37,-49.16,50.27
12.649,4.71,-10.01,-49.37,50.60
12.659,4.62,-10.74,-49.13,50.50
12.669,4.70,-11.32,-49.27,50.77
12.679,4.74,-12.13,-48.44,50.16
12.688,4.72,-12.99,-48.02,49.97
12.698,4.63,-14.05,-48.33,50.55
12.708,4.80,-15.06,-47.86,50.40
12.718,4.76,-15.89,-47.62,50.43
12.728,4.89,-16.97,-47.22,50.42
12.738,5.04,-17.63,-46.37,49.86
12.748,5.35,-18.10,-46.34,50.04
12.758,6.05,-18.56,-45.46,49.47
12.768,6.47,-18.70,-45.92,50.01
12.778,7.14,-18.92,-45.69,49.96
12.788,7.67,-18.93,-45.39,49.77
12.798,8.36,-19.04,-45.77,50.27
12.808,9.14,-19.29,-45.23,50.01
12.818,9.78,-19.36,-45.29,50.21
12.828,10.73,-19.72,-45.02,50.31
12.838,11.21,-20.02,-44.67,50.22
12.848,11.66,-20.11,-44.57,50.27
12.858,12.47,-20.22,-44.09,50.08
12.868,13.13,-20.18,-44.31,50.43
12.878,13.92,-20.36,-43.82,50.29
12.888,14.45,-20.41,-43.25,49.95
12.898,14.87,-20.34,-43.99,50.69
12.908,15.48,-20.52,-43.52,50.54
12.918,15.65,-20.37,-43.86,50.83
12.928,16.24,-20.46,-43.26,50.53
12.938,16.40,-20.47,-43.03,50.40
12.948,16.55,-20.44,-43.21,50.58
12.958,17.02,-20.74,-43.26,50.90
12.968,17.08,-20.67,-43.26,50.90
